movieID,actorName
16,Anthony Russell
16,Audrey Meadows
16,Bill Allison
16,Bret McCormick
16,Brian Reddy
16,Cameron Milzer
16,Carl Ciarfalio
16,Catherine Scorsese
16,Clem Caserta
16,Craig Vincent
16,Daniel P. Conte
16,David Rose
16,David Varriale
16,Dean Casper
16,Dick Smothers
16,Don Rickles
16,Eric Randall
16,Erika vonTagen
16,Frank Adonis
16,Frank Vincent
16,Frankie Avalon
16,Fred Smith
16,Jack Orend
16,James Woods
16,Jayne Meadows
16,Jed Mills
16,Jerry Vale
16,Joe La Due
16,Joe Pesci
16,Joey de Pinto
16,John Manca
16,Joseph Bono
16,Joseph P. Reidy
16,Kevin Pollak
16,Linda Perri
16,L.Q. Jones
16,Max Raven
16,Melissa Prophet
16,Mitch Kolpan
16,Oscar Goodman
16,Pasquale Cajano
16,Paul Herman
16,Peter Conti
16,Philip Suriano
16,Richard Riehle
16,Richard Wagner
16,Robert De Niro
16,Ronald Maccone
16,Roy Conrad
16,Sasha Semenoff
16,Sharon Stone
16,Sly Smith
16,Sonny D'Angelo
16,Steve Allen
16,Steve Vignari
16,Stuart Nisbet
16,Toru Nagai
16,Tyde Kierney
16,Vinny Vella Sr.
17,Alan Rickman
17,Alexander John
17,Elizabeth Spriggs
17,Emile Francois
17,Emilie François
17,Emma Thompson
17,Gemma Jones
17,Greg Wise
17,Harriet Walter
17,Hugh Grant
17,Hugh Laurie
17,Imelda Staunton
17,Imogen Stubbs
17,James Fleet
17,Kate Winslet
17,Oliver Ford Davies
17,Richard Lumsden
17,Robert Hardy
17,Tom Wilkinson
18,Marc Lawrence I
18,Alicia Witt
18,Amanda De Cadenet
18,Antonio Banderas
18,Bruce Willis
18,David Proval
18,Ione Skye
18,Jennifer Beals
18,Kathy Griffin
18,Lawrence Bender
18,Lili Taylor
18,Madonna
18,Marisa Tomei
18,Paul Calderon
18,Paul Skemp
18,Quentin Tarantino
18,Salma Hayek
18,Sammi Davis
18,Tamlyn Tomita
18,Tim Roth
18,Valeria Golino
19,Adewale Akinnuoye-Agbaje
19,Andrew Steel
19,"Arsenio ""Sonny"" Trinidad"
19,Bob Gunton
19,Bruce Spence
19,Danny D. Daniels
19,Dev Kennedy
19,Ian McNeice
19,Jim Carrey
19,Maynard Eziashi
19,Michael Reid Mackay
19,Patti Tippo
19,Simon Callow
19,Sophie Okonedo
19,Tommy Davidson
20,Aida Turturro
20,Alvaleta Guess
20,Angel Caban
20,Bill Nunn
20,Chris Cooper
20,Christopher Anthony Young
20,David Tawil
20,Greg McKinney
20,Jack O'Connell
20,Jack A. O'Connell
20,Jennifer Lopez
20,Jeremy Roberts
20,Joe Grifasi
20,John Cenatiempo
20,John Norman Thomas
20,Jose Soto
20,Jose Zuniga
20,Michael Artura
20,Mitch Kolpan
20,Moss Porter
20,Nelson Vasquez
20,Oni Faida Lampley
20,Richard Grove
20,Robert Blake
20,Ron Ryan
20,Saul Stein
20,Scott Sowers
20,Sharon Schaffer
20,Skipp Sudduth
20,Steve Randazzo
20,Thomas G. Waites
20,Vincent Laresca
20,Vincent Pastore
20,Vincent Patrick
20,Wesley Snipes
20,Woody Harrelson
21,Alex Rocco
21,Alfred Dennis
21,Barry Sonnenfeld
21,Bernard Hocke
21,Bette Midler
21,Bobby Slayton
21,Carlease Burke
21,Danny DeVito
21,David Groh
21,David Paymer
21,Delroy Lindo
21,Dennis Farina
21,Gene Hackman
21,Greg Goossen
21,Harvey Keitel
21,Jack Conley
21,Jacob Vargas
21,James Gandolfini
21,Jeffrey J. Stephan
21,John Cothran Jr.
21,John Travolta
21,Jon Gries
21,Linda Hart
21,Martin Ferrero
21,Miguel Sandoval
21,Patrick Breen
21,Penny Marshall
21,Ralph Manza
21,Rebeca Arthur
21,Rene Russo
21,Renee Props
21,Ron Karabatsos
21,Vito Scotti
21,Zach Phifer
22,Anthony Moore
22,Arlon G. Greene
22,Bert Kinyon
22,Bill Bonham
22,Bob Greene
22,Brian Russell
22,Charles Branklyn
22,Christopher Beale
22,Corie Henninger
22,Damon Lawner
22,Danny Kovacs
22,David Ferguson
22,David Michael Silverman
22,Dennis Richmond
22,Dermot Mulroney
22,Diane Amos
22,Donald West
22,Doug Morrison
22,Edith Bryson
22,Eleva Singleton
22,Floyd Gale Holland
22,Gena Bingham
22,Hansford Prince
22,Harry Connick Jr.
22,Holly Hunter
22,James Cunningham
22,Jay Jacobus
22,J.E. Freeman
22,Jeni Chua
22,John Charles Morris
22,John Rothman
22,Johnetta Shearer
22,Katherine Fitzhugh
22,Kathleen Stefano
22,Keith Phillips
22,Kelly De Martino
22,Kelvin Han Yee
22,Kenny Kwong
22,Lee Kopp
22,Nick Scoggin
22,Rebecca Jane Klingler
22,Richard Conti
22,Rob Nilsson
22,Robert Benscoter
22,Ron Kaell
22,Russ Christoff
22,Scott W. de Venney
22,Shannon O'Hurley
22,Sigourney Weaver
22,S.J. Spinali
22,Stephanie Ann Smith
22,Stuart W. Yee
22,Tahmus Rounds
22,Terry Brown
22,Thomas J. Fieweger
22,Tony Haney
22,Victor Talmadge
22,Vincenetta Gunn
22,Will Patton
22,William McNamara
22,William Oates
23,Rain
23,Adriana Altaras
23,Anna Sawai
23,Ben Miles
23,David Leitch
23,Eleonore Weisgerber
23,Guido Foehrweisser
23,Hans Hohlbein
23,Ill-Young Kim
23,Jens Neuhaus
23,Johannes Ahn
23,Jonathan Chan-Pensley
23,Joon Lee
23,Kai Fung Rieck
23,Kylie Goldstein
23,Kylie Liya Goldstein
23,Linh-Dan Pham
23,Matthias Schendel
23,Mina Ghousi
23,Naomie Harris
23,Nhi Ngoc Nguyen-Hermann
23,Patrick Pinheiro
23,Randall Duk Kim
23,Richard van Weyden
23,Rick Yune
23,Shô Kosugi
23,Steffen Groth
23,Stephen Marcus
23,Sung Kang
23,Thorston Manderlay
23,Tim Williams
23,Vladimir Tarasjanz
23,Wolfgang Stegemann
23,Yoon Sungwoong
23,Yu Fang
23,Yuki Iwamoto
24,Alex Allen Morris
24,Barry Berfield
24,Bill Grant-Minchen
24,Bonnie Gallup
24,Bradford Tatum
24,Brady Coleman
24,Brandon Smith (I)
24,Chad Cox
24,Dannete McMann
24,Dee Macaluso
24,Esteban Powell
24,James Houston
24,Jeff Goldblum
24,Joe Marchman
24,Lance Henriksen
24,Mary Steenburgen
24,Meason Wiley
24,Missy Crider
24,Paula Engel
24,Philip Maurice Hayes
24,Ray Wise
24,Reed Frerichs
24,Sean Patrick Flanery
24,Susan Tyrrell
24,Tom Tarantini
24,Woody Watson
25,David Brisbin
25,Richard Lewis
25,Albert Henderson
25,Anne Lange
25,Bill Thompson
25,Bob Rafelson
25,Carey Lowell
25,Danny Huston
25,David Kriegel
25,Ed Lauter
25,Elisabeth Shue
25,French Stewart
25,Gordon Michaels
25,Graham Beckel
25,Julian Lennon
25,Julian Sands
25,Kim Adams
25,Laurie Metcalf
25,Lou Rawls
25,Lucinda Jenney
25,Marc Coppola
25,Mariska Hargitay
25,Michael A. Goorjian
25,Nicolas Cage
25,Paul Quinn
25,R. Lee Ermey
25,Sergio Premoli
25,Shawnee Smith
25,Steven Weber
25,Stuart Regen
25,Susan Barnes
25,Thomas Kopache
25,Tracy Thorne
25,Valeria Golino
25,Vincent Ward
25,Waldemar Kalinowski
25,Xander Berkeley
26,André Oumansky
26,Anna Patrick
26,Gabriele Ferzetti
26,Indra Ove
26,Irène Jacob
26,John Savident
26,Kenneth Branagh
26,Laurence Fishburne
26,Michael Maloney
26,Michael Sheen
26,Nathaniel Parker
26,Nicholas Farrell
26,Oliver Parker
26,Philip Locke
26,Pierre Vaneck
27,Alice Tew
27,Ashleigh Aston Moore
27,Beverly Shelton
27,Bonnie Hunt
27,Bradley Coryell
27,Brandon Kleyla
27,Brendan Fraser
27,Carl Espy
27,Christina Ricci
27,Cloris Leachman
27,Demi Moore
27,Devon Sawa
27,Gaby Hoffmann
27,Geoff McKnight
27,Hank Azaria
27,James Paul Cleckler
27,Jamison B. Dowd
27,Janeane Garofalo
27,Joey Stinson
27,Justin Humphrey
27,Kellen Crosby
27,Lolita Davidovich
27,Melanie Griffith
27,Ric Reitz
27,Rita Wilson
27,Rosie O'Donnell
27,Thora Birch
27,Travis Robertson
27,T.S. Morgan
27,Tucker Stone
27,Walter Sparrow
27,Willa Glen
28,Amanda Root
28,Ciarán Hinds
28,Corin Redgrave
28,Darlene Johnson
28,David Collings
28,Felicity Dean
28,Fiona Shaw
28,Jane Wood
28,John Woodvine
28,Judy Cornwell
28,Ken Shorter
28,Lonnie James
28,Niall Refoy
28,Phoebe Nicholls
28,Roger Hammond
28,Samuel West
28,Simon Russell Beale
28,Sophie Thompson
28,Susan Fleetwood
29,Briac Barthelemy
29,Cris Huerta
29,Daniel Emilfork
29,Dominique Pinon
29,Francois Hadji-Lazaro
29,Genevieve Brunet
29,Ham-Chau Luong
29,Hong-Mai Thomas
29,Jean-Claude Dreyfus
29,Jean-Louis Trintignant
29,Joseph Lucien
29,Judith Vittet
29,Lorella Cravotta
29,Mapi Galán
29,Marc Caro
29,Mireille Mosse
29,Nane Germon
29,Ron Perlman
29,Rufus
29,Serge Merlin
29,Ticky Holgado
30,Fu Biao
30,Li Gong
30,Jiang Baoying
30,Baotian Li
30,Li Xuejian
30,Liu Jiang
30,Shu Chen
30,Sun Chun
30,Wang Xiaoxiao
30,Xuejian Li
30,Yang Qianquan
31,Wade Dominguez
31,Al Israel
31,Beatrice Winde
31,Bernie Pock
31,Bruklin Harris
31,Courtney B. Vance
31,Ebony Jerido
31,George Dzundza
31,Irene Olga Lopez
31,Ivan Sergei
31,John Neville
31,Karina Arroyave
31,Lorraine Toussaint
31,Michelle Pfeiffer
31,Paula Garcés
31,Renoly Santiago
31,Richard Grant
31,Robin Bartlett
31,Roman Cisneros
31,Sarah Marshall
31,Skye Bassett
32,Bhiravi Vaidhy
32,Dilip Satgare
32,Haresh Mehta
32,Harish Panchal
32,Kamlesh Shah
32,Kishore Sachadev
32,Nilesh Joshi
32,Purvi Vyas
32,Rajul Diwan
32,Ram Milan
32,Vikram Shah
33,Freddy Andreiuci
33,Balinder Johal
33,Ron Sauvé
33,Craig Sheffer
33,Elizabeth McGovern
33,Ken Pogue
33,Molly Parker
33,Tom Hulce
33,Val Kilmer
34,John Doyle
34,Charles Bartlett
34,Christine Cavanaugh
34,Courtland Mead
34,Danny Mann
34,David Webb
34,Doris Grau
34,Helen O'Connor
34,Hugo Weaving
34,Jacqueline Brennan
34,James Cromwell
34,Jane Alden
34,John Erwin
34,Julie Forsyth
34,Justin Monjo
34,Kerry Walker
34,Kimberly Bailey
34,Maeve Germaine
34,Magda Szubanski
34,Marshall Napier
34,Matthew Long
34,Michael Edward-Stevens
34,Michelle Davison
34,Miriam Flynn
34,Miriam Margolyes
34,Neil Ross
34,Paige Pollack
34,Patrika Darbo
34,Paul Goddard
34,Rosanna Huffman
34,Roscoe Lee Browne
34,Russi Taylor
34,Russie Taylor
34,Tina Lifford
34,Tony Hughes
35,Alex Kingston
35,Christopher Birch
35,David Ryall
35,Emma Thompson
35,Janet McTeer
35,Jeremy Northam
35,Jonathan Pryce
35,Neville Phillips
35,Penelope Wilton
35,Peter Blythe
35,Richard Clifford
35,Rufus Sewell
35,Samuel West
35,Steven Waddington
36,Adam Nelson
36,Adele Robbins
36,Alec Gifford
36,Amy Long
36,Barton Heyman
36,Celia Weston
36,Clancy Brown
36,Cortez Nance Jr.
36,Jack Black
36,Kevin Cooney
36,Larry Pine
36,Lenore Banks
36,Lois Smith
36,Margo Martindale
36,Michael Cullen
36,Mike Longman
36,Nesbitt Blaisdell
36,Pamela Garmon
36,Peter Sarsgaard
36,R. Lee Ermey
36,Ray Aranha
36,Raymond J. Barry
36,Robert Prosky
36,Roberta Maxwell
36,Sally Ann Roberts
36,Scott Sowers
36,Scott Wilson
36,Sean Penn
36,Steve Boles
36,Steve Carlisle
36,Susan Sarandon
37,Abby Lewis
37,Ali Hoffman
37,Ave Hoffman
37,Donald Trump
37,John McDonough
37,Matt Malloy
37,Pat Flynn
37,Peter Boyden
37,Peter Reznick
37,Peter Reznik
37,Philip Levy
37,Victor Steinbach
38,Ashley Olsen
38,Desmond Robertson
38,Ellen-Ray Hennessey
38,Ernie Grunwald
38,Gerry Parkes
38,Jane Sibbett
38,Kirstie Alley
38,Lawrence Z. Dane
38,Mary Kate
38,Mary-Kate Olsen
38,Michelle Grisom
38,Philip Bosco
38,Steve Guttenberg
39,Dorka Gryllus
39,Lajos Kovács
40,Richard Harris
40,Charles Dutton
40,Charles S. Dutton
40,Dambisa Kente
40,Dolly Rathebe
40,Eric Miyeni
40,Greg Latter
40,Ian Roberts
40,Ian Robers
40,James Earl Jones
40,Jsepo Gugusha
40,Leleti Khumalo
40,Leleti Kumalo
40,Robert Whitehead
40,Vusi Kunene
41,John Wood
41,Adrian Dunbar
41,Andy Rashleigh
41,Annette Bening
41,Bill Paterson
41,Bruce Purchase
41,Christopher Bowen
41,Dennis Lili
41,Dominic West
41,Donald Sumpter
41,Edward Jewesbury
41,Edward Hardwicke
41,Ian McKellen
41,Jim Broadbent
41,Jim Carter
41,Kate Steavenson-Payne
41,Kristin Scott Thomas
41,Maggie Smith
41,Marc Williamson
41,Matthew Groom
41,Michael Elphick
41,Nigel Hawthorne
41,Robert Downey Jr.
41,Roger Hammond
41,Ryan Gilmore
41,Tim McInnerny
41,Tres Hanley
42,Robert Smith
42,Alvaleta Guess
42,Bernie Telsey
42,Bokeem Woodbine
42,Carlton Wilborn
42,Charles E. Lesene
42,Cheryl Freeman
42,Chris Tucker
42,Clifton Collins Jr.
42,Clifton Powell
42,Cuc Dinh
42,Daniel Kruse
42,David Barry Gray
42,Elizabeth Rodriguez
42,Frank Albanese
42,Freddy Rodriguez
42,Heather B.
42,Isaiah Washington
42,Jaimz Woolvett
42,James Pickens Jr.
42,Jean Claude Lamarre
42,Jenifer Lewis
42,Joelle Hernandez
42,Jordan Hernandez
42,Keith David
42,Larenz Tate
42,Larry McCoy
42,Martin Sheen
42,Michael Imperioli
42,Monti Sharp
42,N'Bushe Wright
42,Quynh Phann
42,Rik Colitti
42,Robert LuPone
42,Rodney Winfield
42,Rose Jackson
42,Ryan Williams
42,Seymour Cassel
42,"Kirk ""Sticky Fingaz"" Jone..."
42,Terrence Howard
42,Tim Zay
42,Tony Sirico
42,Yen Chin Grow
43,David Thewlis
43,Hugh Grant
43,Ian McKellen
43,Meg Ryan
43,Polly Walker
43,Robert Downey Jr.
43,Sam Neill
44,Bridgette Wilson
44,Cary-Hiroyuki Tagawa
44,Chris Casamassa
44,Christopher Lambert
44,Greg McKinney
44,Gregory Paul Martin
44,John Fujioka
44,Kenneth Edwards
44,Linden Ashby
44,Lloyd Kino
44,Peter Jason
44,Robin Shou
44,Sandy Helberg
44,Steven Ho
44,Talisa Soto
44,Trevor Goddard
45,Jonathan Sadowski
45,Kevin Smith
45,Chris Ellis
45,Mary Elizabeth Winstead
45,Allen Maldonado
45,Andrew Friedman
45,Bruce Willis
45,Chris Palermo
45,Christina Chang
45,Cliff Curtis
45,Cyril Raffaelli
45,David Walrod
45,Dennis Depew
45,Diana Gettinger
45,Edoardo Costa
45,Edward James Gage
45,Ethan Flower
45,Gerald Downey
45,Howard Tyrone Ferguson
45,Jake McDorman
45,Jim Cantafio
45,Joe Gerety
45,John Lacy
45,John Reha
45,Justin Long
45,Kurt David Anderson
45,Maggie Q
45,Matt O'Leary
45,Melissa Knowles
45,Nadine Ellis
45,Nick Jaine
45,Regina McKee Redwing
45,Rick Cramer
45,Rosemary Knower
45,Sung Kang
45,Tim De Zarn
45,Tim Russ
45,Timothy Olyphant
45,Tony Colitti
45,Vito Pietanza
45,Yancey Arias
45,Yorgo Constantine
45,Zeljko Ivanek
46,David Williams
46,Adam Baldwin
46,Alfre Woodard
46,Alicia Goranson
46,Anne Bancroft
46,Ari Meyers
46,Brian McElroy
46,Charles Parks
46,Claire Danes
46,Debra Stricklin
46,Dermot Mulroney
46,Derrick O'Connor
46,Ellen Burstyn
46,Esther Rolle
46,Gail Strickland
46,Holland Taylor
46,James Rebhorn
46,Jane Alden
46,Jared Leto
46,Jean Simmons
46,Joanna Going
46,Johnathon Schaech
46,Kaelynn Craddick
46,Kate Capshaw
46,Kate Nelligan
46,Lois Smith
46,Loren Dean
46,Maria Celedonio
46,Maya Angelou
46,Melinda Dillon
46,Mykelti Williamson
46,Richard Jenkins
46,Rip Torn
46,Samantha Mathis
46,Sara Craddick
46,Tim Guinee
46,Will Nipper
46,Winona Ryder
47,Atsushi Watanabe
47,Bokuzen Hidari
47,Daisuke Katô
47,Eijirô Tono
47,Fumiko Homma
47,Gen Shimizu
47,Haruo Nakajima
47,Ichiro Chiba
47,Isao Kimura
47,Isao Yamagata
47,Kamatari Fujiwara
47,Keiji Sakakida
