movieID,genre
176,Comedy
177,Horror
178,Comedy
178,Drama
179,Drama
179,Romance
180,Comedy
181,Action
181,Children
182,Drama
182,Romance
183,Comedy
183,Horror
183,Thriller
184,Drama
185,Action
185,Crime
185,Thriller
186,Comedy
186,Romance
187,Comedy
188,Fantasy
188,Horror
188,Mystery
189,Comedy
189,Fantasy
190,Thriller
191,Drama
191,Romance
193,Drama
194,Comedy
194,Drama
195,Comedy
195,Drama
195,Romance
196,Horror
196,Sci-Fi
197,Drama
198,Action
198,Crime
198,Drama
198,Mystery
198,Sci-Fi
198,Thriller
199,Drama
199,Musical
200,Thriller
201,Drama
202,Drama
202,Romance
203,Comedy
204,Action
205,Comedy
205,Drama
206,Documentary
207,Drama
207,Romance
208,Action
208,Adventure
208,Sci-Fi
209,Drama
210,Western
211,Drama
212,Adventure
212,Comedy
212,Crime
212,Mystery
213,Drama
214,Drama
214,War
215,Drama
215,Romance
216,Comedy
217,Drama
217,Thriller
218,Comedy
218,Drama
219,Drama
220,Horror
222,Drama
222,Romance
223,Comedy
224,Comedy
224,Drama
224,Romance
225,Drama
225,Thriller
226,Thriller
227,Action
227,Thriller
228,Comedy
229,Drama
229,Thriller
230,Drama
230,Thriller
231,Comedy
232,Comedy
232,Drama
232,Romance
233,Drama
234,Comedy
235,Comedy
235,Drama
236,Action
236,Comedy
236,Romance
237,Comedy
237,Romance
238,Adventure
238,Children
239,Animation
239,Children
239,Comedy
239,Romance
240,Thriller
241,Children
241,Drama
242,Drama
242,Musical
243,Comedy
244,Animation
244,Children
245,Crime
245,Drama
246,Documentary
247,Crime
247,Drama
247,Fantasy
247,Romance
247,Thriller
248,Comedy
249,Drama
249,Romance
250,Children
250,Comedy
251,Action
252,Comedy
252,Romance
253,Drama
253,Horror
254,Drama
255,Comedy
256,Comedy
256,Sci-Fi
257,Mystery
257,Thriller
258,Adventure
258,Children
258,Comedy
258,Fantasy
258,Romance
259,Crime
259,Drama
259,Thriller
260,Action
260,Adventure
260,Sci-Fi
261,Drama
262,Children
262,Drama
263,Drama
264,Drama
265,Drama
265,Romance
266,Drama
266,Romance
266,War
266,Western
267,Comedy
268,Drama
269,Drama
270,Drama
270,Romance
271,Drama
272,Comedy
272,Drama
273,Drama
273,Horror
274,Comedy
275,Comedy
276,Comedy
276,Romance
277,Drama
278,Comedy
279,Drama
280,Drama
280,Thriller
281,Comedy
281,Drama
281,Romance
282,Drama
283,Crime
283,Drama
284,Action
284,Crime
285,Drama
285,Horror
286,Action
286,Sci-Fi
286,Thriller
287,Comedy
287,Romance
288,Action
288,Crime
288,Thriller
289,Comedy
289,Romance
290,Crime
290,Drama
291,Drama
291,Thriller
292,Action
292,Drama
292,Sci-Fi
292,Thriller
293,Crime
293,Drama
293,Romance
293,Thriller
294,Comedy
294,Romance
295,Comedy
295,Romance
296,Comedy
296,Crime
296,Drama
297,Drama
298,Comedy
298,Drama
299,Drama
300,Drama
301,Drama
301,Romance
302,Drama
302,Romance
303,Action
303,Adventure
303,Western
304,Comedy
304,Drama
305,Comedy
306,Drama
307,Drama
308,Comedy
308,Drama
309,Drama
310,Comedy
312,Comedy
313,Animation
313,Children
314,Children
314,Drama
314,Fantasy
314,Mystery
315,Action
315,Drama
315,Thriller
316,Action
316,Adventure
316,Sci-Fi
317,Comedy
317,Drama
317,Fantasy
318,Drama
319,Comedy
319,Drama
319,Thriller
320,Film-Noir
320,Thriller
321,Drama
322,Comedy
322,Drama
324,Comedy
324,Drama
325,Comedy
326,Drama
327,Action
327,Comedy
327,Musical
327,Sci-Fi
328,Horror
328,Thriller
329,Action
329,Adventure
329,Drama
329,Sci-Fi
330,Action
330,Crime
330,Horror
331,Drama
332,Horror
332,Sci-Fi
333,Comedy
334,Drama
335,Mystery
335,Thriller
336,Drama
336,War
337,Drama
338,Action
338,Sci-Fi
338,Thriller
339,Comedy
339,Romance
340,Adventure
340,Drama
340,War
341,Drama
342,Comedy
343,Children
344,Comedy
345,Comedy
345,Drama
346,Drama
346,Musical
347,Drama
347,Film-Noir
348,Comedy
349,Action
349,Adventure
349,Thriller
350,Drama
350,Mystery
350,Thriller
351,Comedy
351,Drama
351,Romance
352,Comedy
353,Action
353,Crime
353,Fantasy
353,Thriller
354,Drama
355,Children
355,Comedy
355,Fantasy
356,Comedy
356,Drama
356,Romance
356,War
357,Comedy
357,Romance
358,Drama
359,Comedy
359,Drama
359,Romance
360,Action
360,Comedy
361,Comedy
361,Drama
361,Romance
362,Adventure
362,Children
362,Romance
363,Documentary
364,Adventure
364,Animation
364,Children
364,Drama
364,Musical
365,Drama
366,Fantasy
366,Horror
367,Action
367,Comedy
367,Crime
367,Fantasy
368,Adventure
368,Comedy
368,Western
369,Drama
370,Action
370,Comedy
371,Comedy
371,Drama
372,Comedy
372,Drama
372,Romance
373,Thriller
374,Children
374,Comedy
375,Drama
376,Action
376,Thriller
377,Action
377,Romance
377,Thriller
378,Comedy
378,Romance
379,Action
379,Sci-Fi
379,Thriller
380,Action
380,Adventure
380,Comedy
380,Romance
380,Thriller
381,Drama
382,Drama
382,Horror
382,Romance
382,Thriller
383,Western
384,Action
384,Crime
384,Drama
385,Drama
386,Drama
387,Action
387,Comedy
388,Drama
389,Drama
389,Romance
389,War
390,Action
390,Comedy
390,Crime
390,Drama
391,Crime
391,Drama
392,Adventure
392,Animation
393,Action
393,Adventure
393,Fantasy
394,Comedy
395,Drama
395,Fantasy
395,Romance
396,Drama
397,Horror
398,Documentary
401,Action
401,Thriller
402,Comedy
404,Documentary
405,Action
405,Sci-Fi
406,Drama
407,Horror
407,Thriller
408,Drama
409,Drama
410,Comedy
412,Drama
413,Comedy
414,Comedy
415,Comedy
415,Thriller
416,Western
417,Comedy
417,Romance
418,Drama
419,Comedy
420,Action
420,Comedy
420,Crime
420,Thriller
421,Adventure
421,Children
423,Action
423,Thriller
424,Drama
425,Drama
425,Romance
426,Horror
426,Sci-Fi
426,Thriller
427,Drama
427,Mystery
427,Romance
427,Thriller
428,Drama
429,Comedy
430,Drama
431,Crime
431,Drama
432,Adventure
432,Comedy
432,Western
433,Comedy
434,Action
434,Adventure
434,Thriller
435,Comedy
435,Sci-Fi
436,Drama
436,Thriller
437,Comedy
438,Action
438,Comedy
438,Drama
440,Comedy
440,Romance
441,Comedy
442,Action
442,Adventure
442,Sci-Fi
443,Documentary
444,Comedy
444,Romance
445,Comedy
446,Drama
446,Romance
447,Comedy
447,Romance
448,Drama
449,Comedy
450,Comedy
450,Drama
451,Drama
451,Mystery
451,Romance
452,Drama
453,Comedy
454,Drama
454,Thriller
455,Adventure
455,Children
455,Drama
456,Crime
456,Drama
456,Thriller
457,Thriller
458,Drama
458,Western
459,Action
459,Adventure
459,Crime
459,Drama
459,Romance
459,Thriller
460,Comedy
461,Drama
461,Romance
462,Action
462,Adventure
463,Crime
463,Drama
463,Thriller
464,Action
464,Adventure
464,Crime
464,Thriller
465,Action
465,Drama
465,War
466,Action
466,Comedy
466,War
467,Comedy
468,Comedy
468,Romance
469,Drama
469,Romance
470,Comedy
471,Comedy
471,Drama
471,Fantasy
471,Romance
472,Comedy
472,Drama
473,Comedy
473,War
474,Action
474,Thriller
475,Drama
476,Comedy
476,Drama
477,Drama
477,Musical
478,Comedy
478,Crime
478,Drama
479,Action
479,Crime
479,Thriller
480,Action
480,Adventure
480,Sci-Fi
480,Thriller
481,Drama
481,Thriller
482,Action
482,Crime
483,Drama
484,Adventure
484,Children
485,Action
485,Adventure
485,Comedy
485,Fantasy
486,Comedy
487,Comedy
487,Western
488,Drama
489,Comedy
490,Thriller
491,Drama
492,Comedy
492,Mystery
493,Action
493,Crime
493,Drama
494,Action
494,Adventure
494,Thriller
495,Drama
496,Comedy
496,Drama
496,Romance
497,Comedy
497,Romance
498,Drama
498,Romance
499,Comedy
499,Romance
500,Comedy
500,Drama
501,Drama
502,Action
502,Children
503,Drama
504,Action
504,Sci-Fi
505,Comedy
506,Drama
507,Crime
507,Drama
507,Thriller
508,Drama
509,Drama
509,Romance
510,Drama
511,Action
511,Drama
512,Horror
512,Sci-Fi
513,Comedy
513,Mystery
513,Romance
514,Comedy
515,Drama
515,Romance
516,Comedy
516,Drama
517,Action
517,Drama
517,Mystery
518,Comedy
519,Crime
519,Sci-Fi
519,Thriller
520,Comedy
521,Crime
521,Thriller
522,Action
522,Drama
523,Drama
524,Drama
525,Drama
526,Drama
527,Drama
527,War
528,Comedy
529,Drama
530,Drama
531,Children
531,Drama
532,Comedy
532,Crime
532,Horror
533,Action
533,Adventure
533,Fantasy
533,Mystery
534,Drama
534,Romance
535,Drama
536,Drama
537,Drama
538,Drama
539,Comedy
539,Drama
539,Romance
540,Thriller
541,Adventure
541,Drama
541,Film-Noir
541,Sci-Fi
541,Thriller
542,Comedy
543,Comedy
543,Romance
543,Thriller
544,Action
544,Crime
545,Drama
546,Action
546,Adventure
546,Children
546,Comedy
546,Fantasy
546,Sci-Fi
547,Action
547,Adventure
547,Thriller
548,Action
548,Mystery
548,Thriller
549,Drama
549,Musical
550,Comedy
550,Romance
551,Animation
551,Children
551,Fantasy
551,Musical
552,Action
552,Adventure
552,Comedy
553,Action
553,Drama
553,Western
554,Crime
554,Drama
554,Thriller
555,Action
555,Crime
555,Romance
556,Documentary
558,Action
558,Adventure
558,Animation
558,Children
558,Fantasy
559,Comedy
560,Drama
561,Drama
561,Thriller
562,Comedy
562,Drama
563,Drama
564,Comedy
565,Action
565,Drama
565,Horror
566,Comedy
566,Romance
567,Comedy
567,Drama
568,Comedy
568,Drama
569,Comedy
569,Drama
570,Comedy
570,Drama
571,Drama
571,Romance
572,Drama
573,Drama
574,Comedy
574,Drama
575,Children
575,Comedy
577,Adventure
577,Children
579,Crime
579,Thriller
580,Drama
581,Documentary
582,Comedy
582,Drama
583,Comedy
583,Drama
585,Comedy
586,Children
586,Comedy
587,Comedy
587,Drama
587,Fantasy
587,Romance
587,Thriller
588,Adventure
588,Animation
588,Children
588,Comedy
588,Musical
589,Action
589,Sci-Fi
590,Adventure
590,Drama
590,Western
591,Action
591,Drama
591,Thriller
592,Action
592,Crime
592,Sci-Fi
592,Thriller
593,Crime
593,Horror
593,Thriller
594,Animation
594,Children
594,Drama
594,Fantasy
594,Musical
595,Animation
595,Children
595,Fantasy
595,Musical
595,Romance
596,Animation
596,Children
596,Fantasy
596,Musical
597,Comedy
597,Romance
598,Comedy
598,Fantasy
599,Adventure
599,Western
600,Thriller
602,Documentary
603,Comedy
605,Drama
605,Romance
606,Fantasy
606,Horror
608,Comedy
608,Crime
608,Drama
608,Thriller
609,Adventure
609,Children
610,Action
610,Adventure
610,Animation
610,Horror
610,Sci-Fi
611,Action
611,Horror
611,Sci-Fi
612,Comedy
613,Drama
613,Romance
614,Drama
614,Thriller
615,Comedy
615,Drama
616,Animation
616,Children
617,Comedy
617,Drama
618,Comedy
618,Romance
619,Comedy
620,Drama
621,Drama
623,Romance
624,Action
624,Drama
624,Thriller
625,Drama
626,Comedy
627,Drama
627,Thriller
628,Crime
628,Drama
628,Thriller
629,Drama
630,Drama
630,Romance
631,Animation
631,Children
631,Musical
632,Drama
632,War
633,Comedy
634,Comedy
635,Comedy
635,Drama
636,Drama
637,Comedy
638,Romance
639,Comedy
639,Drama
640,Drama
640,Thriller
641,Adventure
641,Children
641,Comedy
643,Comedy
645,Drama
647,Drama
647,War
648,Action
648,Adventure
648,Mystery
648,Thriller
649,Comedy
649,Drama
650,Drama
651,Comedy
652,Horror
652,Mystery
652,Thriller
653,Action
653,Adventure
653,Fantasy
655,Comedy
656,Comedy
658,Drama
658,Musical
659,Crime
659,Drama
659,Thriller
660,Drama
661,Animation
661,Children
661,Fantasy
661,Musical
662,Thriller
663,Comedy
664,Comedy
665,Comedy
665,Drama
665,War
666,Drama
666,Romance
666,War
667,Action
668,Drama
670,Drama
671,Comedy
671,Sci-Fi
673,Adventure
673,Animation
673,Children
673,Comedy
673,Fantasy
673,Sci-Fi
674,Adventure
674,Sci-Fi
678,Drama
678,Thriller
679,Drama
680,Drama
680,Mystery
680,Romance
680,Sci-Fi
680,Thriller
681,Crime
682,Documentary
682,Drama
683,Documentary
685,Drama
687,Drama
687,Romance
688,Action
688,Adventure
688,Comedy
688,War
690,Drama
690,Romance
691,Comedy
691,Romance
692,Action
692,Sci-Fi
692,Thriller
693,Drama
694,Action
694,Crime
694,Drama
695,Mystery
695,Thriller
696,Drama
696,Thriller
697,Drama
697,Romance
698,Drama
700,Comedy
701,Drama
702,Drama
703,Drama
704,Action
704,Adventure
705,Comedy
706,Drama
707,Crime
707,Drama
707,Thriller
708,Comedy
708,Romance
709,Adventure
709,Animation
709,Children
709,Comedy
709,Musical
710,Comedy
711,Adventure
711,Children
712,Crime
712,Drama
712,Romance
712,Thriller
713,Drama
714,Drama
714,Mystery
714,Western
715,Drama
715,Romance
716,Crime
717,Comedy
718,Comedy
718,Fantasy
719,Comedy
720,Adventure
720,Animation
720,Comedy
722,Documentary
724,Comedy
724,Drama
724,Fantasy
724,Horror
724,Thriller
725,Comedy
726,Drama
727,Documentary
728,Comedy
729,Drama
730,Drama
731,Crime
731,Thriller
733,Action
733,Adventure
733,Thriller
734,Comedy
735,Comedy
735,Horror
736,Action
736,Adventure
736,Romance
736,Thriller
737,Action
737,Sci-Fi
738,Drama
741,Animation
741,Sci-Fi
742,Horror
742,Thriller
743,Comedy
744,Drama
745,Animation
745,Children
745,Comedy
746,Film-Noir
747,Comedy
748,Action
748,Sci-Fi
748,Thriller
750,Comedy
750,War
751,Comedy
751,Horror
753,Comedy
753,Drama
754,Adventure
754,Children
755,Children
755,Drama
756,Documentary
757,Drama
759,Documentary
760,Drama
760,War
761,Action
761,Adventure
762,Comedy
762,Crime
763,Comedy
763,Drama
764,Drama
764,Romance
765,Comedy
765,Drama
766,Drama
767,Comedy
767,Drama
769,Documentary
771,Comedy
771,Drama
774,Drama
775,Horror
775,Mystery
778,Comedy
778,Crime
778,Drama
779,Drama
779,Romance
780,Action
780,Adventure
780,Sci-Fi
780,War
781,Drama
782,Drama
782,Thriller
783,Animation
783,Children
783,Musical
784,Comedy
784,Thriller
785,Comedy
786,Action
786,Drama
786,Thriller
787,Documentary
788,Comedy
788,Fantasy
788,Romance
788,Sci-Fi
789,Drama
791,Documentary
792,Fantasy
793,Drama
795,Drama
796,Drama
798,Action
798,Adventure
798,Drama
798,Thriller
799,Comedy
799,Horror
799,Thriller
800,Drama
801,Children
801,Comedy
802,Drama
802,Romance
803,Comedy
803,Drama
803,Romance
804,Comedy
804,Romance
805,Drama
805,Thriller
806,Crime
806,Drama
807,Comedy
807,Romance
808,Adventure
808,Children
809,Action
809,Adventure
810,Children
810,Comedy
810,Fantasy
813,Comedy
814,Drama
815,Action
815,Mystery
815,Thriller
818,Comedy
820,Drama
821,Romance
823,Drama
824,Drama
827,Drama
828,Adventure
828,Children
829,Comedy
829,Fantasy
829,Musical
830,Comedy
831,Drama
832,Action
832,Crime
832,Drama
832,Thriller
833,Comedy
834,Comedy
835,Drama
836,Action
836,Adventure
836,Thriller
837,Children
837,Comedy
837,Fantasy
838,Comedy
838,Drama
838,Romance
839,Action
839,Thriller
840,Children
840,Comedy
841,Horror
842,Comedy
842,Horror
844,Drama
845,Drama
846,Drama
847,Comedy
847,Drama
848,Drama
849,Action
849,Adventure
849,Sci-Fi
849,Thriller
850,Crime
850,Drama
851,Drama
852,Comedy
852,Drama
852,Romance
853,Drama
858,Crime
858,Drama
860,Comedy
861,Action
861,Comedy
861,Crime
861,Thriller
862,Drama
864,Comedy
864,Drama
865,Drama
866,Crime
866,Drama
866,Romance
866,Thriller
867,Comedy
867,Crime
868,Comedy
869,Crime
870,Comedy
872,Drama
875,Drama
876,Action
876,Comedy
876,Crime
876,Thriller
877,Drama
879,Horror
879,Thriller
880,Sci-Fi
880,Thriller
881,Children
881,Comedy
882,Drama
882,Thriller
884,Drama
885,Children
885,Drama
885,Fantasy
886,Action
887,Drama
888,Adventure
888,Animation
888,Children
888,Drama
888,Musical
889,Drama
889,Romance
891,Horror
891,Thriller
892,Comedy
892,Drama
892,Romance
893,Drama
896,Drama
897,Adventure
897,Drama
897,Romance
897,War
898,Comedy
898,Romance
899,Comedy
899,Musical
899,Romance
900,Musical
900,Romance
901,Comedy
901,Musical
902,Drama
902,Romance
903,Drama
903,Mystery
903,Romance
903,Thriller
904,Mystery
904,Thriller
905,Comedy
905,Romance
906,Drama
906,Thriller
907,Comedy
907,Musical
907,Romance
908,Adventure
908,Mystery
908,Thriller
909,Comedy
909,Drama
909,Romance
910,Comedy
910,Crime
911,Comedy
911,Crime
911,Mystery
911,Romance
911,Thriller
912,Drama
912,Romance
913,Film-Noir
913,Mystery
914,Comedy
914,Drama
914,Musical
914,Romance
915,Comedy
915,Romance
916,Comedy
916,Romance
917,Children
917,Drama
918,Musical
919,Adventure
919,Children
919,Fantasy
919,Musical
920,Drama
920,Romance
920,War
921,Comedy
922,Drama
922,Film-Noir
922,Romance
923,Drama
923,Mystery
924,Adventure
924,Sci-Fi
925,Adventure
925,Romance
926,Drama
927,Comedy
928,Drama
928,Mystery
928,Romance
928,Thriller
929,Drama
929,Film-Noir
929,Mystery
929,Thriller
930,Film-Noir
930,Romance
930,Thriller
931,Mystery
931,Romance
931,Thriller
932,Romance
933,Crime
933,Mystery
933,Romance
933,Thriller
934,Comedy
935,Comedy
935,Musical
936,Comedy
936,Romance
937,Comedy
937,Romance
938,Musical
939,Comedy
939,Drama
940,Action
940,Adventure
940,Romance
941,Adventure
942,Crime
942,Film-Noir
942,Mystery
943,Drama
943,Fantasy
943,Romance
944,Drama
945,Comedy
945,Musical
945,Romance
946,Comedy
946,Drama
946,War
947,Comedy
948,Drama
949,Drama
950,Comedy
950,Mystery
951,Comedy
951,Romance
952,Adventure
952,Comedy
953,Drama
953,Fantasy
953,Romance
954,Drama
955,Comedy
956,Drama
956,Romance
957,Drama
958,Comedy
958,Mystery
959,Drama
960,Crime
960,Drama
961,Drama
963,Musical
964,Romance
964,Western
965,Drama
965,Mystery
965,Thriller
966,War
967,Western
968,Horror
968,Sci-Fi
968,Thriller
969,Adventure
969,Comedy
969,Romance
969,War
970,Adventure
970,Comedy
970,Crime
970,Drama
970,Romance
971,Drama
972,Drama
973,Comedy
973,Drama
974,Drama
974,Romance
976,Romance
976,War
980,Action
981,Drama
982,Drama
983,Romance
984,Comedy
984,Drama
985,Documentary
986,Adventure
986,Children
987,Drama
987,Romance
988,Comedy
988,Drama
989,Drama
990,Action
990,Adventure
990,Thriller
991,Drama
992,Thriller
993,Drama
994,Comedy
994,Drama
996,Action
996,Crime
996,Drama
996,Thriller
997,Drama
997,Thriller
998,Action
998,Crime
999,Crime
999,Film-Noir
1000,Crime
1001,Comedy
1002,Comedy
1003,Drama
1003,Thriller
1004,Action
1004,Thriller
1005,Children
1005,Comedy
1006,Drama
1007,Children
1007,Comedy
1007,Western
1008,Adventure
1008,Western
1009,Adventure
1009,Children
1009,Fantasy
1010,Children
1010,Comedy
1011,Adventure
1011,Children
1011,Comedy
1012,Children
1012,Drama
1013,Children
1013,Comedy
1013,Romance
1014,Children
1014,Comedy
1014,Drama
1015,Adventure
1015,Children
1015,Drama
1016,Children
1016,Comedy
1017,Adventure
1017,Children
1018,Children
1018,Comedy
1018,Mystery
1019,Adventure
1019,Children
1019,Fantasy
1019,Sci-Fi
1020,Comedy
1021,Children
1021,Comedy
1022,Animation
1022,Children
1022,Fantasy
1022,Musical
1022,Romance
1023,Animation
1023,Children
1023,Musical
1024,Animation
1024,Children
1024,Musical
1025,Animation
1025,Children
1025,Fantasy
1025,Musical
1026,Children
1026,Drama
1027,Adventure
1027,Drama
1028,Children
1028,Comedy
1028,Fantasy
1028,Musical
1029,Animation
1029,Children
1029,Drama
1029,Musical
1030,Adventure
1030,Animation
1030,Children
1030,Musical
1031,Adventure
1031,Children
1031,Musical
1032,Adventure
1032,Animation
1032,Children
1032,Musical
1033,Animation
1033,Children
1033,Drama
1034,Comedy
1034,Crime
1034,Drama
1034,Thriller
1035,Musical
1035,Romance
1036,Action
1036,Crime
1036,Thriller
1037,Action
1037,Horror
1037,Sci-Fi
1037,Thriller
1038,Drama
1039,Documentary
1040,Drama
1041,Drama
1042,Comedy
1042,Drama
1043,Drama
1043,Romance
1044,Drama
1045,Comedy
1045,Drama
1046,Drama
1046,Romance
1047,Action
1047,Drama
1047,Thriller
1049,Action
1049,Adventure
1050,Documentary
1050,Drama
1051,Drama
1053,Crime
1053,Drama
1053,Romance
1054,Drama
1055,Thriller
1056,Drama
1057,Comedy
1057,Musical
1057,Romance
1058,Drama
1059,Drama
1059,Romance
1060,Comedy
1060,Drama
1061,Thriller
1062,Drama
1063,Drama
1064,Animation
1064,Children
1064,Comedy
1066,Comedy
1066,Musical
1066,Romance
1067,Comedy
1067,Musical
1067,Romance
1068,Crime
1068,Film-Noir
1069,Film-Noir
1069,Thriller
1070,Adventure
1071,Romance
1071,War
1073,Children
1073,Comedy
1073,Fantasy
1073,Musical
1076,Drama
1076,Horror
1076,Thriller
1077,Comedy
1077,Sci-Fi
1078,Comedy
1078,War
1079,Comedy
1079,Crime
1080,Adventure
1080,Comedy
1081,Comedy
1081,Musical
1081,Romance
1082,Drama
1083,Comedy
1083,Musical
1084,Crime
1084,Drama
1085,Adventure
1085,Drama
1086,Mystery
1086,Thriller
1087,Musical
1088,Drama
1088,Musical
1088,Romance
1089,Crime
1089,Drama
1089,Thriller
1090,Drama
1090,War
1091,Comedy
1092,Mystery
1092,Thriller
1093,Drama
1093,Musical
1094,Drama
1094,Romance
1094,War
1095,Drama
1096,Drama
1097,Children
1097,Drama
1097,Sci-Fi
1098,Comedy
1099,Drama
1100,Action
1100,Drama
1100,Romance
1101,Action
1101,Romance
1102,Action
1103,Drama
1104,Drama
1105,Horror
1107,Comedy
1111,Documentary
1112,Action
1112,Comedy
1112,Drama
1113,Comedy
1114,Crime
1114,Drama
1115,Comedy
1115,Drama
1116,Drama
1117,Drama
1119,Drama
1120,Comedy
1120,Drama
1121,Drama
1123,Documentary
1124,Drama
1125,Comedy
1125,Crime
1126,Comedy
1126,Fantasy
1127,Action
1127,Adventure
1127,Sci-Fi
1127,Thriller
1128,Horror
1129,Action
1129,Adventure
1129,Sci-Fi
1129,Thriller
1130,Horror
1130,Mystery
1131,Drama
1132,Drama
1133,Comedy
1133,Drama
1135,Comedy
1136,Comedy
1137,Romance
1138,Drama
1139,Drama
1140,Drama
1142,Drama
1143,Comedy
1144,Documentary
1146,Comedy
1146,Drama
1147,Documentary
1148,Animation
1148,Children
1148,Comedy
1148,Crime
1149,Documentary
1149,Drama
1150,Drama
1151,Animation
1151,Comedy
1151,Thriller
1152,Crime
1152,Film-Noir
1152,Thriller
1153,Film-Noir
1154,Film-Noir
1156,Drama
1157,Drama
1161,Drama
1161,War
1162,Comedy
1162,Drama
1163,Drama
1164,Drama
1167,Comedy
1168,Action
1168,Adventure
1168,Horror
1169,Documentary
1170,Action
1171,Comedy
1172,Comedy
1172,Drama
1172,Romance
1173,Drama
1174,Comedy
1175,Comedy
1175,Drama
1175,Romance
1176,Drama
1176,Fantasy
1176,Romance
1177,Drama
1177,Romance
1178,Drama
1178,War
1179,Crime
