userID,movieID,rating
170,4306,0.5
170,4878,5
170,4886,2.5
170,4963,4
170,6377,2
170,6807,4
170,8622,4
170,8874,4
170,8917,3
170,44191,4
170,45728,5
175,1,4
175,6,5
175,19,0.5
175,21,0.5
175,25,2
175,32,4
175,36,5
175,39,5
175,47,1
175,50,5
175,58,4
175,95,2.5
175,104,5
175,105,4
175,110,5
175,111,5
175,150,5
175,172,2
175,208,0.5
175,223,5
175,253,3
175,260,0.5
175,288,5
175,292,3
175,293,5
175,296,5
175,300,4
175,306,5
175,307,5
175,308,5
175,318,5
175,344,4
175,349,5
175,356,5
175,357,4
175,364,5
175,367,3
175,377,3
175,380,1
175,410,0.5
175,454,3.5
175,457,5
175,480,5
175,500,4
175,509,4.5
175,527,5
175,529,5
175,539,4
175,541,5
175,587,3
175,588,5
175,589,3
175,590,2
175,592,4
175,593,5
175,595,5
175,597,4
175,608,5
175,648,3.5
175,733,4
175,750,4.5
175,858,5
175,903,5
175,904,5
175,912,5
175,913,4.5
175,919,5
175,922,5
175,923,5
175,924,5
175,930,4
175,965,5
175,1036,4
175,1079,3.5
175,1080,3.5
175,1089,5
175,1090,5
175,1094,4
175,1097,3.5
175,1101,5
175,1131,5
175,1136,5
175,1172,5
175,1179,4
175,1183,5
175,1193,5
175,1196,5
175,1197,5
175,1198,5
175,1200,5
175,1201,5
175,1203,4
175,1204,5
175,1206,4
175,1208,5
175,1209,5
175,1210,5
175,1212,5
175,1213,4
175,1214,5
175,1216,5
175,1217,5
175,1219,5
175,1220,3.5
175,1221,3.5
175,1222,5
175,1225,5
175,1228,5
175,1233,4
175,1234,4
175,1240,5
175,1245,4
175,1248,5
175,1249,5
175,1250,4.5
175,1252,4
175,1258,5
175,1259,5
175,1260,5
175,1263,4
175,1265,2
175,1266,5
175,1270,4
175,1278,5
175,1280,4
175,1283,3
175,1284,4
175,1288,5
175,1299,4
175,1320,3
175,1387,3.5
175,1393,3.5
175,1394,5
175,1419,5
175,1527,3.5
175,1552,3
175,1580,4
175,1584,3
175,1608,4
175,1610,5
175,1617,5
175,1639,4
175,1690,1
175,1721,5
175,1732,5
175,1757,5
175,1913,5
175,1921,5
175,1923,3.5
175,1953,5
175,1961,5
175,1968,4
175,2019,5
175,2028,5
175,2194,3
175,2206,3.5
175,2291,5
175,2302,0.5
175,2313,4
175,2329,4
175,2396,4
175,2406,3
175,2407,5
175,2502,5
175,2542,4
175,2571,5
175,2628,0.5
175,2692,5
175,2706,3.5
175,2716,3.5
175,2728,4
175,2731,5
175,2762,4
175,2819,5
175,2858,5
175,2871,5
175,2905,5
175,2916,3
175,2917,3.5
175,2921,4
175,2947,5
175,2951,5
175,2959,5
175,2987,3.5
175,2997,5
175,3030,5
175,3052,1
175,3089,5
175,3147,5
175,3224,5
175,3359,5
175,3362,4
175,3421,5
175,3435,4
175,3462,5
175,3470,5
175,3481,4
175,3498,3.5
175,3578,5
175,3629,5
175,3681,5
175,3683,5
175,3783,4
175,3911,3.5
175,3949,5
175,4011,5
175,4019,5
175,4027,5
175,4034,3
175,4103,5
175,4226,5
175,4262,4
175,4422,5
175,4878,3
175,4886,4
175,4927,5
175,4973,5
175,4993,5
175,5147,5
175,5291,5
175,5300,4
175,5418,5
175,5446,5
175,5498,3.5
175,5669,4
175,5747,5
175,5782,5
175,5902,5
175,5952,5
175,5995,5
175,6001,5
175,6218,5
175,6235,5
175,6301,4
175,6331,5
175,6339,5
175,6377,5
175,6385,5
175,6461,5
175,6650,5
175,6662,5
175,6669,4
175,6711,5
175,6787,5
175,6791,5
175,6874,5
175,6953,2
175,7090,5
175,7143,3
175,7147,4
175,7153,5
175,7215,5
175,7256,4
175,7327,5
175,7361,5
175,7438,3
175,7478,5
175,7482,5
175,7700,5
175,7728,4
175,7762,5
175,7766,4
175,7938,5
175,8195,5
175,8665,5
175,8810,0.5
175,8949,4
175,8970,5
175,27846,5
175,32587,4
175,33794,5
175,39292,5
175,44195,5
175,50068,4
175,51540,4
175,54286,5
190,1,4.5
190,2,4
190,7,2
190,32,3
190,95,2
190,110,4
190,112,1
190,141,0.5
190,150,4.5
190,161,3
190,173,1
190,188,1
190,196,1
190,198,1
190,231,1
190,236,2.5
190,260,5
190,296,0.5
190,316,3.5
190,329,4.5
190,356,4
190,367,3
190,368,3
190,380,2.5
190,480,4.5
190,500,2
190,529,3.5
190,539,2
190,541,4
190,552,4
190,586,2
190,588,4
190,589,5
190,592,1
190,593,0.5
190,661,2
190,673,1
190,708,2.5
190,736,3
190,741,4
190,780,4
190,799,3.5
190,858,1
190,919,4
190,924,3.5
190,998,1
190,1028,4
190,1036,4
190,1073,3.5
190,1097,3
190,1127,3.5
190,1136,4.5
190,1183,1
190,1196,5
190,1197,5
190,1198,4.5
190,1200,4
190,1210,3.5
190,1214,3.5
190,1215,4
190,1240,4.5
190,1265,4
190,1269,1
190,1270,4
190,1271,2
190,1275,3.5
190,1291,4
190,1301,4
190,1302,2.5
190,1320,2
190,1374,4.5
190,1391,1
190,1438,2.5
190,1485,3
190,1527,3.5
190,1580,4
190,1582,1
190,1584,3.5
190,1590,0.5
190,1625,2
190,1641,0.5
190,1653,3.5
190,1676,1.5
190,1682,3.5
190,1687,1
190,1721,2.5
190,1730,1
190,1748,3.5
190,1779,2
190,1835,2
190,1958,2
190,1967,5
190,1968,1
190,1994,3.5
190,2003,1.5
190,2028,4
190,2093,4.5
190,2105,4.5
190,2115,2
190,2116,4
190,2138,4
190,2140,3.5
190,2143,3
190,2150,4
190,2161,4
190,2174,4
190,2193,4.5
190,2253,1
190,2266,1
190,2268,2
190,2294,4
190,2297,4
190,2302,1
190,2355,3.5
190,2392,1
190,2396,2
190,2414,4
190,2424,2.5
190,2478,3.5
190,2501,3.5
190,2502,3
190,2528,4
190,2529,4
190,2571,5
190,2617,3
190,2628,3.5
190,2640,2.5
190,2700,0.5
190,2706,0.5
190,2716,4
190,2761,5
190,2762,4
190,2763,2.5
190,2826,4
190,2872,4
190,2915,0.5
190,2959,0.5
190,2987,4
190,3000,5
190,3020,1
190,3039,3.5
190,3054,1
190,3081,3.5
190,3114,4
190,3156,3.5
190,3174,1
190,3175,4.5
190,3247,3
190,3300,3.5
190,3354,2.5
190,3471,2.5
190,3479,4
190,3499,0.5
190,3527,4
190,3534,1
190,3578,4
190,3593,1.5
190,3615,3.5
190,3624,3.5
190,3699,1
190,3740,4
190,3745,4
190,3751,3
190,3755,2
190,3793,5
190,3981,2.5
190,3988,2.5
190,3996,3.5
190,3997,4
190,4022,4.5
190,4025,2
190,4047,4
190,4148,0.5
190,4275,4
190,4291,1
190,4299,3.5
190,4306,4.5
190,4308,1
190,4370,2.5
190,4446,3.5
190,4467,4
190,4734,0.5
190,4781,1
190,4874,3.5
190,4886,3.5
190,4896,5
190,4941,4
190,4992,2.5
190,4993,5
190,4995,4
190,5026,2
190,5039,4
190,5047,3.5
190,5069,3
190,5072,2.5
190,5146,4
190,5299,2
190,5349,4
190,5444,2.5
190,5445,3.5
190,5502,2
190,5618,5
190,5669,1
190,5690,1
190,5816,3
190,5944,2
190,5952,5
190,5971,4
190,5989,3
190,6093,4.5
190,6157,2
190,6283,3.5
190,6333,3.5
190,6350,3.5
190,6365,4
190,6373,3
190,6534,1
190,6537,3
190,6539,5
190,6754,3.5
190,6857,3.5
190,6874,3
190,6934,4
190,6947,4
190,7075,4
190,7090,3
190,7099,4.5
190,7143,2.5
190,7147,3
190,7153,5
190,7318,3
190,7373,4
190,7438,1.5
190,7649,4
190,7810,4
190,8360,4
190,8366,1
190,8368,5
190,8376,1
190,8633,2.5
190,8636,4
190,8644,3.5
190,8810,3.5
190,8865,2.5
190,8917,0.5
190,8961,4.5
190,8965,3
190,8972,3.5
190,8985,2
190,9005,2
190,26203,2.5
190,27611,4.5
190,27660,3.5
190,27706,2
190,27899,2
190,30793,2.5
190,31184,4
190,31658,4
190,31660,3
190,31696,3
190,32031,3.5
190,33004,4
190,33493,3.5
190,33794,4.5
190,34048,3.5
190,34150,3
190,34405,5
190,36401,4
190,36529,2
190,37386,3.5
190,37830,3
190,37857,3
190,39183,0.5
190,40815,4
190,41569,2.5
190,42738,3.5
190,43560,3
190,43928,3
190,45447,1
190,45499,3
190,45722,4.5
190,46530,2
190,48394,3.5
190,49272,4
190,49649,3.5
190,50872,3.5
190,51662,4
190,52722,2.5
190,53125,4
190,53464,3
190,53996,4
190,54001,4.5
190,54259,4
190,58559,4.5
190,59315,4
190,64497,3
267,1,2.5
267,10,3
267,25,2
267,32,3.5
267,47,3.5
267,48,2
267,50,3.5
267,58,3.5
267,70,3.5
267,95,2
267,110,3
267,111,3.5
267,150,3.5
267,151,3
267,153,2.5
267,161,2
267,165,3
267,170,2.5
267,172,2
267,185,2
267,196,2
267,208,3.5
267,223,3.5
267,225,2
267,231,1
267,253,2.5
267,260,3
267,292,2.5
267,293,3.5
267,296,2.5
267,316,3
267,318,4.5
267,339,2
267,344,0.5
267,348,3.5
267,353,3.5
267,356,4
267,357,3.5
267,367,2
267,370,0.5
267,377,3
267,380,2.5
267,393,1.5
267,405,2
267,420,2
267,434,2.5
267,442,2
267,457,3.5
267,471,2.5
267,480,3
267,485,1.5
267,500,2.5
267,509,2.5
267,515,3
267,519,2
267,520,1.5
267,527,3
267,541,4
267,589,4.5
267,590,3.5
267,592,3
267,593,3
267,597,3
267,608,2.5
267,611,1
267,648,2.5
267,653,2.5
267,674,2.5
267,733,2.5
267,736,2
267,741,3
267,750,3
267,762,1.5
267,778,3
267,780,1.5
267,784,1
267,832,2
267,858,2.5
267,903,3.5
267,923,4
267,924,4.5
267,963,2
267,1036,3.5
267,1060,2.5
267,1079,2.5
267,1080,3
267,1089,3
267,1090,3
267,1092,2.5
267,1094,3.5
267,1097,2
267,1101,3
267,1120,2
267,1127,3.5
267,1136,3.5
267,1193,3.5
267,1196,3
267,1198,3
267,1199,4
267,1200,4
267,1201,4
267,1204,3.5
267,1206,4
267,1208,3.5
267,1210,3
267,1212,3.5
267,1214,4
267,1215,3.5
267,1217,4
267,1219,3
267,1220,4
267,1221,3
267,1222,4
267,1225,3
267,1232,3.5
267,1233,3.5
267,1234,4
267,1237,5
267,1240,3.5
267,1244,4.5
267,1246,3
267,1247,3
267,1252,3
267,1259,4
267,1261,3.5
267,1264,2.5
267,1266,4
267,1270,3.5
267,1275,3
267,1287,3
267,1288,3
267,1291,3
267,1307,3
267,1320,3
267,1339,2.5
267,1344,3
267,1370,3
267,1387,3
267,1391,1.5
267,1393,2
267,1407,1
267,1408,3.5
267,1464,3.5
267,1517,2
267,1527,3.5
267,1544,2
267,1552,2
267,1562,2.5
267,1573,2.5
267,1580,2.5
267,1584,2.5
267,1587,3.5
267,1590,2.5
267,1597,3
267,1608,1
267,1610,2.5
267,1617,4
267,1625,3
267,1641,3
267,1645,2.5
267,1653,4
267,1673,3.5
267,1676,2.5
267,1690,3
267,1721,2
267,1722,3
267,1732,3
267,1748,4
267,1755,3
267,1784,2.5
267,1831,1
267,1876,2
267,1889,3.5
267,1917,2
267,1921,3.5
267,1923,1
267,1954,3
267,1961,2.5
267,1975,0.5
267,1976,0.5
267,1978,0.5
267,2003,2.5
267,2011,2
267,2012,2
267,2019,4.5
267,2028,2.5
267,2094,2.5
267,2115,3
267,2167,2
267,2232,3
267,2273,2.5
267,2275,2.5
267,2291,2.5
267,2324,3.5
267,2329,3.5
267,2351,3.5
267,2373,2.5
267,2376,3
267,2383,0.5
267,2402,2
267,2407,3.5
267,2408,2
267,2422,1.5
267,2455,3
267,2467,3
267,2529,4
267,2533,4
267,2542,3.5
267,2571,4
267,2617,2.5
267,2628,1.5
267,2640,3
267,2657,4
267,2664,2.5
267,2671,2.5
267,2686,2.5
267,2692,3.5
267,2701,2.5
267,2706,0.5
267,2707,2.5
267,2710,2
267,2722,2
267,2728,2.5
267,2746,2.5
267,2762,3.5
267,2787,3.5
267,2858,3
267,2890,2.5
267,2916,4
267,2947,3
267,2948,3
267,2949,3
267,2951,4
267,2959,3
267,2966,4.5
267,2985,3
267,2986,2.5
267,2997,3
267,3000,4
267,3030,4
267,3033,2
267,3052,3.5
267,3081,1.5
267,3158,3.5
267,3176,2.5
267,3213,2.5
267,3267,3
267,3328,3.5
267,3386,3
267,3408,2
267,3418,2.5
267,3448,2
267,3471,3
267,3481,3.5
267,3483,3
267,3503,4.5
267,3527,3
267,3534,2.5
267,3578,3.5
267,3593,1.5
267,3638,3
267,3639,3
267,3654,2.5
267,3681,4.5
267,3697,2.5
267,3698,2.5
267,3702,4
267,3703,3.5
267,3704,3.5
267,3707,2.5
267,3735,3
267,3742,4.5
267,3753,1.5
267,3788,3.5
267,3791,3
267,3793,3
267,3827,2.5
267,3869,1
267,3897,3
267,3910,0.5
267,3917,1
267,3942,0.5
267,3946,2
267,3977,2
267,3981,3
267,3984,3
267,3994,3
267,3996,3.5
267,4005,3
267,4015,1
267,4022,3.5
267,4027,3.5
267,4041,3
267,4085,3.5
267,4104,0.5
267,4105,3
267,4161,1
267,4215,2
267,4226,3.5
267,4234,2.5
267,4246,3
267,4270,1.5
267,4275,3
267,4310,2
267,4333,2.5
267,4343,2.5
267,4369,2
267,4370,1.5
267,4383,2.5
267,4388,0.5
267,4467,4
267,4640,3
267,4643,2
267,4718,1
267,4848,3
267,4954,3
267,4963,2.5
267,4973,3.5
267,4979,3
267,4993,3
267,4995,3.5
267,5007,3
267,5040,3.5
267,5147,4.5
267,5219,2
267,5266,2
267,5313,2.5
267,5349,3
267,5378,2.5
267,5418,2.5
267,5445,2.5
267,5475,3.5
267,5481,2
267,5530,2
267,5608,3.5
267,5617,3
267,5618,3
267,5669,3.5
267,5690,3
267,5791,3
267,5816,2
267,5881,2.5
267,5902,2.5
267,5903,3
267,5944,3
267,5952,3.5
267,5990,2
267,5995,3.5
267,6016,3.5
267,6239,2.5
267,6286,3
267,6333,2.5
267,6365,3.5
267,6377,3
267,6502,3
267,6534,2.5
267,6537,2.5
267,6539,2.5
267,6564,2.5
267,6618,2
267,6709,1
267,6754,2.5
267,6790,2.5
267,6863,3.5
267,6870,2.5
267,6874,3
267,6880,1.5
267,6947,3
267,6954,4
267,6975,4
267,7001,2.5
267,7009,1.5
267,7022,3
267,7070,3
267,7076,3.5
267,7090,3.5
267,7099,3.5
267,7114,2.5
267,7123,2.5
267,7132,3.5
267,7143,3
267,7153,3
267,7323,2.5
267,7327,3.5
267,7360,3
267,7361,3.5
267,7371,4
267,7373,2.5
267,7387,4
267,7438,3
267,7439,2
267,7454,2
267,7704,1
267,7748,3.5
267,7817,2.5
267,7842,3
267,7925,3.5
267,8207,3.5
267,8370,2.5
267,8371,2.5
267,8464,2.5
267,8620,3.5
267,8636,3
267,8873,3
267,8949,3.5
267,8961,2.5
267,27773,3.5
267,30707,2.5
267,30812,2
267,32017,1
267,33493,2
267,33794,3.5
267,40278,3
267,41285,2
267,44191,2.5
267,44199,2
267,44555,4
267,48385,0.5
267,48774,3
267,51540,2.5
267,52328,3.5
267,54286,2.5
267,54997,2
267,55247,3
267,55253,2
267,55269,3
267,55276,2
267,55363,1.5
267,55805,0.5
267,55820,2
267,56339,3.5
267,57528,1.5
325,1,4
325,5,3
325,7,3.5
325,11,4.5
325,50,4.5
325,165,4.5
325,256,4.5
325,318,4.5
325,329,3.5
325,342,3.5
325,356,3.5
325,357,1
325,364,4
325,370,4
325,377,4.5
325,380,4.5
325,410,5
325,474,5
325,480,4
325,500,4
325,586,4.5
325,587,4.5
325,589,4.5
325,590,1
325,597,4.5
325,628,5
325,648,1.5
325,750,3.5
325,778,5
325,858,5
325,866,3.5
325,904,3.5
325,923,4
325,1028,4.5
325,1029,2
325,1031,3
325,1035,3.5
325,1036,5
325,1079,3
325,1080,5
325,1125,5
325,1129,4
325,1136,4.5
325,1148,4.5
325,1193,5
325,1197,3.5
325,1198,4.5
325,1201,3.5
325,1207,3.5
325,1208,4
325,1213,5
325,1214,5
325,1219,3.5
325,1221,5
325,1225,5
325,1234,4
325,1240,4.5
325,1246,1.5
325,1258,3.5
325,1262,3.5
325,1270,4.5
325,1288,4
325,1291,4.5
325,1292,1
325,1304,4.5
325,1307,3.5
325,1321,4.5
325,1350,5
325,1367,4
325,1370,4.5
325,1371,3.5
325,1372,4
325,1373,4
325,1374,4.5
325,1375,4.5
325,1376,5
325,1380,3.5
325,1387,4
325,1391,4
325,1466,4
325,1542,4
325,1580,5
325,1608,4
325,1610,4.5
325,1617,5
325,1641,2.5
325,1643,4
325,1665,4
325,1674,3.5
325,1682,2.5
325,1721,3.5
325,1784,4.5
325,1951,4.5
325,1954,2
325,1961,5
325,2000,4.5
325,2001,4.5
325,2009,4
325,2011,4.5
325,2013,4
325,2018,2.5
325,2023,5
325,2054,3
325,2078,4.5
325,2100,4.5
325,2111,4
325,2115,4.5
325,2118,4
325,2124,5
325,2268,4.5
325,2269,3.5
325,2355,4
325,2378,1.5
325,2379,1
325,2380,0.5
325,2381,0.5
325,2382,0.5
325,2383,0.5
325,2390,3.5
325,2405,3.5
325,2406,4
325,2407,4
325,2409,1
325,2410,1
325,2411,1
325,2412,1
325,2463,4.5
325,2470,4
325,2524,4
325,2542,4
325,2565,3.5
325,2640,4
325,2671,3.5
325,2716,3.5
325,2746,1
325,2770,4
325,2791,5
325,2797,3.5
325,2916,3.5
325,2944,4
325,2951,3.5
325,2985,3.5
325,2987,4
325,2991,4.5
325,3034,5
325,3039,4
325,3102,5
325,3175,4.5
325,3247,4.5
325,3249,4.5
325,3448,3
325,3471,2.5
325,3489,4
325,3498,5
325,3499,4.5
325,3507,4
325,3508,3
325,3524,4
325,3545,1
325,3635,4
325,3638,4
325,3639,2.5
325,3671,4.5
325,3681,4.5
325,3699,4.5
325,3702,1
325,3868,4
325,3869,4.5
325,3911,4
325,3948,4.5
325,3967,4
325,3984,2
325,3996,4.5
325,4018,2
325,4025,2.5
325,4085,4
325,4246,4
325,4306,4
325,4308,1
